file,brand,model,watch_name,dial_color,case_color,case_material,bezel,bracelet_strap,strap_material,gender,est_size_mm,shot_type,confidence
Update/Rolex_Batch01/IMG_0060.JPG,Rolex,Datejust,Datejust Steel Jubilee Caseback,?,steel,steel-whitegold,?,jubilee,steel,Unisex,31,caseback,medium
Update/Rolex_Batch01/IMG_0061.JPG,Rolex,Datejust,Datejust Silver Steel Fluted Bezel Diamond Dial Jubilee,silver,steel-whitegold,steel-whitegold,fluted,jubilee,steel,Unisex,31,dial,high
Update/Rolex_Batch01/9a375584dd03b6e250bac692d2dd3b75.JPG,Rolex,Datejust,Datejust Green Dial Steel Diamond Bezel Jubilee,green,steel,steel,diamond,jubilee,steel,Unisex,36,full,high
Update/Rolex_Batch01/9c14f4629f2bf696dd59b758c83ab6ad.JPG,Rolex,Day-Date,Day-Date Champagne Dial Yellow Gold Fluted President,champagne,yellowgold,yellowgold,fluted,president,yellowgold,Men,40,dial,high
Update/Rolex_Batch01/9e9f01ec500da5c670c123570d8de4bc.JPG,Rolex,Day-Date,Day-Date Champagne Diamond Dial Yellow Gold Fluted President,champagne,yellowgold,yellowgold,fluted,president,yellowgold,Men,40,dial,high
Update/Rolex_Batch01/9f93f3d06121e810f579eed94d61b0d6.JPG,Rolex,Day-Date,Day-Date Black Diamond Dial Yellow Gold Fluted President,black,yellowgold,yellowgold,fluted,president,yellowgold,Men,40,dial,high
Update/Rolex_Batch01/9fa10d2c23143a0eeec5e85972af49.JPG,Rolex,1908,1908 Green Guilloche Dial Yellow Gold Jubilee,green,yellowgold,yellowgold,fluted,jubilee,yellowgold,Men,39,full,medium
Update/Rolex_Batch01/a044ae82f2a3ad03af23ba5f507a5e.JPG,Rolex,1908,1908 Movement Caseback Steel Jubilee,?,steel,platinum,?,jubilee,steel,Men,39,movement,medium
Update/Rolex_Batch01/a3972ae30d9756b64014a1b91beb9e62.JPG,Rolex,Day-Date,Day-Date Clasp Engraving Yellow Gold President,?,yellowgold,yellowgold,?,president,yellowgold,Men,,bracelet,low
Update/Rolex_Batch01/a5beca87a990ee4c1e412bf9ca2e285b.JPG,Rolex,Air-King,Air-King Black Dial Steel Smooth Bezel Oyster,black,steel,steel,smooth,oyster,steel,Men,40,dial,medium
Update/Rolex_Batch01/a69fc99caa04d75c7e98801c619dc303 2.JPG,Rolex,Day-Date,Day-Date Yellow Gold Fluted Bezel President,?,yellowgold,yellowgold,fluted,president,yellowgold,Men,40,side,medium
Update/Rolex_Batch01/a69fc99caa04d75c7e98801c619dc303.JPG,Rolex,Day-Date,Day-Date Yellow Gold Fluted Bezel President,?,yellowgold,yellowgold,fluted,president,yellowgold,Men,40,side,medium
