file,brand,model,watch_name,dial_color,case_color,case_material,bezel,bracelet_strap,strap_material,gender,est_size_mm,shot_type,confidence
Update/Rolex_Batch03/IMG_2532.JPG,Rolex,Day-Date,Day-Date Brown Diamond Dial Rose Gold Diamond Bezel President,brown,rose,rose gold,diamond,President,rose gold,Men,36,dial,medium
Update/Rolex_Batch03/IMG_2533.JPG,Rolex,Day-Date,Day-Date Brown Diamond Dial Rose Gold Diamond Bezel President,brown,rose,rose gold,diamond,President,rose gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_2534.JPG,Rolex,Day-Date,Day-Date Brown Diamond Dial Rose Gold Diamond Bezel President,brown,rose,rose gold,diamond,President,rose gold,Men,36,full,high
Update/Rolex_Batch03/IMG_2535.JPG,Rolex,Day-Date,Day-Date Brown Diamond Dial Rose Gold Diamond Bezel President,brown,rose,rose gold,diamond,President,rose gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_2536.JPG,Rolex,Day-Date,Day-Date Brown Diamond Dial Rose Gold Diamond Bezel President,brown,rose,rose gold,diamond,President,rose gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_2537.JPG,Rolex,Day-Date,Day-Date Brown Diamond Dial Rose Gold Diamond Bezel President,brown,rose,rose gold,diamond,President,rose gold,Men,36,side,high
Update/Rolex_Batch03/IMG_2538.JPG,Rolex,Day-Date,Day-Date Brown Diamond Dial Rose Gold Diamond Bezel President,brown,rose,rose gold,diamond,President,rose gold,Men,36,caseback,high
Update/Rolex_Batch03/IMG_2539.JPG,Rolex,Day-Date,Day-Date Brown Diamond Dial Rose Gold Diamond Bezel President,brown,rose,rose gold,diamond,President,rose gold,Men,36,bracelet,high
Update/Rolex_Batch03/IMG_2540.JPG,Rolex,Day-Date,Day-Date Brown Diamond Dial Rose Gold Diamond Bezel President,brown,rose,rose gold,diamond,President,rose gold,Men,36,full,high
Update/Rolex_Batch03/IMG_2541.JPG,Rolex,Day-Date,Day-Date Brown Diamond Dial Rose Gold Diamond Bezel President,brown,rose,rose gold,diamond,President,rose gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_2542.JPG,Rolex,Day-Date,Day-Date Brown Diamond Dial Rose Gold Diamond Bezel President,brown,rose,rose gold,diamond,President,rose gold,Men,36,full,high
Update/Rolex_Batch03/IMG_2543.JPG,Rolex,Day-Date,Day-Date Brown Diamond Dial Rose Gold Diamond Bezel President,brown,rose,rose gold,diamond,President,rose gold,Men,36,full,high
Update/Rolex_Batch02/IMG_4442.JPG,Rolex,Submariner,Submariner Skeleton Dial Steel Forged Carbon Bezel,Skeleton,Silver,Steel,Forged Carbon,Bracelet,Steel,Men,40,full,high
Update/Rolex_Batch02/IMG_4443.JPG,Rolex,Submariner,Submariner Skeleton Dial Steel Forged Carbon Bezel,Skeleton,Silver,Steel,Forged Carbon,Bracelet,Steel,Men,40,dial,high
Update/Rolex_Batch02/IMG_4444.JPG,Rolex,Submariner,Submariner Skeleton Dial Steel Forged Carbon Bezel,Skeleton,Silver,Steel,Forged Carbon,Bracelet,Steel,Men,40,side,high
Update/Rolex_Batch02/IMG_4445.JPG,Rolex,Submariner,Submariner Skeleton Dial Steel Forged Carbon Bezel,Skeleton,Silver,Steel,Forged Carbon,Bracelet,Steel,Men,40,dial,high
Update/Rolex_Batch02/IMG_4446.JPG,Rolex,Submariner,Submariner Skeleton Dial Steel Forged Carbon Bezel,Skeleton,Silver,Steel,Forged Carbon,Bracelet,Steel,Men,40,dial,high
Update/Rolex_Batch02/IMG_4447.JPG,Rolex,Submariner,Submariner Skeleton Dial Steel Forged Carbon Bezel,Skeleton,Silver,Steel,Forged Carbon,Bracelet,Steel,Men,40,side,high
Update/Rolex_Batch02/IMG_4448.JPG,Rolex,Submariner,Submariner Skeleton Dial Steel Forged Carbon Bezel,Skeleton,Silver,Steel,Forged Carbon,Bracelet,Steel,Men,40,side,high
Update/Rolex_Batch02/IMG_4449.JPG,Rolex,Submariner,Submariner Skeleton Dial Steel Forged Carbon Bezel,Skeleton,Silver,Steel,Forged Carbon,Bracelet,Steel,Men,40,bracelet,high
Update/Rolex_Batch02/IMG_4450.JPG,Rolex,Submariner,Submariner Skeleton Dial Steel Forged Carbon Bezel,Skeleton,Silver,Steel,Forged Carbon,Bracelet,Steel,Men,40,caseback,high
Update/Rolex_Batch02/IMG_4451.JPG,Rolex,Submariner,Submariner Skeleton Dial Steel Forged Carbon Bezel,Skeleton,Silver,Steel,Forged Carbon,Bracelet,Steel,Men,40,full,high
Update/Rolex_Batch02/IMG_4452.JPG,Rolex,Submariner,Submariner Skeleton Dial Steel Forged Carbon Bezel,Skeleton,Silver,Steel,Forged Carbon,Bracelet,Steel,Men,40,dial,high
Update/Rolex_Batch02/IMG_4453.JPG,Rolex,Submariner,Submariner Skeleton Dial Steel Forged Carbon Bezel,Skeleton,Silver,Steel,Forged Carbon,Bracelet,Steel,Men,40,side,high
