file,brand,model,watch_name,dial_color,case_color,case_material,bezel,bracelet_strap,strap_material,gender,est_size_mm,shot_type,confidence
Update/Rolex_Batch01/IMG_2151.JPG,Rolex,Datejust,Datejust Chocolate Dial Steel Everose Gold Diamond Fluted Jubilee,chocolate,two-tone,steel-everosegold,fluted,jubilee,steel-everosegold,Men,41,full,high
Update/Rolex_Batch01/IMG_2152.JPG,Rolex,Datejust,Datejust Chocolate Dial Steel Everose Gold Diamond Fluted Jubilee,chocolate,two-tone,steel-everosegold,fluted,jubilee,steel-everosegold,Men,41,full,high
Update/Rolex_Batch01/IMG_2153.JPG,Rolex,Datejust,Datejust Chocolate Dial Steel Everose Gold Diamond Fluted Jubilee,chocolate,two-tone,steel-everosegold,fluted,jubilee,steel-everosegold,Men,41,bracelet,high
Update/Rolex_Batch01/IMG_2154.JPG,Rolex,Datejust,Datejust Chocolate Dial Steel Everose Gold Diamond Fluted Jubilee,chocolate,two-tone,steel-everosegold,fluted,jubilee,steel-everosegold,Men,41,dial,high
Update/Rolex_Batch01/IMG_2155.JPG,Rolex,Datejust,Datejust Chocolate Dial Steel Everose Gold Diamond Fluted Jubilee,chocolate,two-tone,steel-everosegold,fluted,jubilee,steel-everosegold,Men,41,bracelet,high
Update/Rolex_Batch01/IMG_2156.JPG,Rolex,Datejust,Datejust Chocolate Dial Steel Everose Gold Diamond Fluted Jubilee,chocolate,two-tone,steel-everosegold,fluted,jubilee,steel-everosegold,Men,41,side,high
Update/Rolex_Batch01/IMG_2157.JPG,Rolex,Datejust,Datejust Chocolate Dial Steel Everose Gold Diamond Fluted Jubilee,chocolate,two-tone,steel-everosegold,fluted,jubilee,steel-everosegold,Men,41,caseback,high
Update/Rolex_Batch01/IMG_2158.JPG,Rolex,Datejust,Datejust Chocolate Dial Steel Everose Gold Diamond Fluted Jubilee,chocolate,two-tone,steel-everosegold,fluted,jubilee,steel-everosegold,Men,41,dial,high
Update/Rolex_Batch01/IMG_2159.JPG,Rolex,Datejust,Datejust Chocolate Dial Steel Everose Gold Diamond Fluted Jubilee,chocolate,two-tone,steel-everosegold,fluted,jubilee,steel-everosegold,Men,41,dial,high
Update/Rolex_Batch01/IMG_2186.JPG,Rolex,Submariner,Submariner Date Blue Dial Steel Yellow Gold Blue Ceramic Bezel Oyster,blue,two-tone,steel-yellowgold,blue-ceramic,oyster,steel-yellowgold,Men,41,wrist,high
Update/Rolex_Batch01/IMG_2187.JPG,Rolex,Submariner,Submariner Date Blue Dial Steel Yellow Gold Blue Ceramic Bezel Oyster,blue,two-tone,steel-yellowgold,blue-ceramic,oyster,steel-yellowgold,Men,41,box,high
Update/Rolex_Batch01/IMG_2188.JPG,Rolex,Submariner,Submariner Date Blue Dial Steel Yellow Gold Blue Ceramic Bezel Oyster,blue,two-tone,steel-yellowgold,blue-ceramic,oyster,steel-yellowgold,Men,41,side,high
Update/Rolex_Batch01/IMG_2189.JPG,Rolex,Submariner,Submariner Date Blue Dial Steel Yellow Gold Blue Ceramic Bezel Oyster,blue,two-tone,steel-yellowgold,blue-ceramic,oyster,steel-yellowgold,Men,41,wrist,high
Update/Rolex_Batch01/IMG_2191.JPG,Rolex,Submariner,Submariner Date Blue Dial Steel Yellow Gold Blue Ceramic Bezel Oyster,blue,two-tone,steel-yellowgold,blue-ceramic,oyster,steel-yellowgold,Men,41,full,high
